state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year,month,weekday
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2011-02-23,2011,February,Wednesday
Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal L2,Offer4,Web,Two-Door Car,Small,2011-02-08,2011,February,Tuesday
California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate L3,Offer2,Agent,SUV,Medsize,2011-01-21,2011,January,Friday
Nevada,No,Basic,Doctor,Medical Leave,F,Suburban,Married,Personal L2,Offer3,Web,SUV,Medsize,2011-01-27,2011,January,Thursday
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal L3,Offer2,Branch,Two-Door Car,Small,2011-01-06,2011,January,Thursday
Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2011-02-18,2011,February,Friday
Arizona,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal L2,Offer1,Branch,SUV,Medsize,2011-02-25,2011,February,Friday
California,No,Basic,Master,Retired,F,Urban,Married,Personal L2,Offer3,Web,Four-Door Car,Medsize,2011-01-24,2011,January,Monday
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,2011-01-27,2011,January,Thursday
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-02-20,2011,February,Sunday
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Large,2011-02-04,2011,February,Friday
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Small,2011-02-23,2011,February,Wednesday
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize,2011-02-25,2011,February,Friday
Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
Arizona,No,Extended,College,Employed,F,Suburban,Single,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,2011-02-27,2011,February,Sunday
Washington,No,Basic,College,Disabled,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,2011-01-21,2011,January,Friday
Oregon,No,Extended,Master,Employed,M,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small,2011-02-04,2011,February,Friday
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal L3,Offer4,Agent,Two-Door Car,Medsize,2011-02-12,2011,February,Saturday
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer1,Call Center,SUV,Medsize,2011-02-10,2011,February,Thursday
Washington,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate L2,Offer3,Branch,Four-Door Car,Large,2011-01-25,2011,January,Tuesday
Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special L2,Offer1,Call Center,Two-Door Car,Large,2011-01-22,2011,January,Saturday
Arizona,No,Extended,College,Medical Leave,F,Rural,Married,Personal L2,Offer1,Branch,SUV,Small,2011-01-09,2011,January,Sunday
Arizona,No,Basic,Master,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,2011-02-10,2011,February,Thursday
Washington,No,Extended,High School or Below,Employed,F,Urban,Married,Personal L2,Offer1,Branch,Two-Door Car,Small,2011-01-19,2011,January,Wednesday
Washington,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Large,2011-01-19,2011,January,Wednesday
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal L1,Offer1,Branch,SUV,Medsize,2011-02-11,2011,February,Friday
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Small,2011-02-23,2011,February,Wednesday
Oregon,No,Extended,College,Employed,F,Rural,Married,Personal L3,Offer2,Web,Four-Door Car,Small,2011-01-23,2011,January,Sunday
California,No,Basic,College,Employed,M,Rural,Divorced,Personal L3,Offer1,Call Center,Luxury Car,Small,2011-01-04,2011,January,Tuesday
Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate L2,Offer1,Web,Two-Door Car,Large,2011-01-11,2011,January,Tuesday
Washington,No,Basic,Master,Employed,F,Urban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-02-01,2011,February,Tuesday
Oregon,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Sports Car,Medsize,2011-01-14,2011,January,Friday
Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal L2,Offer1,Web,Two-Door Car,Small,2011-02-03,2011,February,Thursday
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer2,Web,SUV,Medsize,2011-02-11,2011,February,Friday
Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Two-Door Car,Small,2011-02-19,2011,February,Saturday
Oregon,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal L3,Offer2,Branch,SUV,Medsize,2011-02-02,2011,February,Wednesday
Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate L2,Offer1,Agent,Four-Door Car,Large,2011-02-19,2011,February,Saturday
Arizona,Yes,Basic,College,Employed,M,Urban,Married,Personal L2,Offer1,Agent,SUV,Medsize,2011-02-05,2011,February,Saturday
Nevada,No,Basic,Doctor,Employed,F,Rural,Divorced,Personal L2,Offer4,Web,Four-Door Car,Small,2011-01-03,2011,January,Monday
Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate L2,Offer4,Web,Four-Door Car,Medsize,2011-01-23,2011,January,Sunday
California,No,Basic,High School or Below,Employed,M,Urban,Married,Special L2,Offer1,Agent,Two-Door Car,Medsize,2011-01-01,2011,January,Saturday
California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,2011-01-01,2011,January,Saturday
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate L2,Offer2,Branch,Four-Door Car,Small,2011-01-18,2011,January,Tuesday
Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal L2,Offer2,Branch,SUV,Large,2011-01-02,2011,January,Sunday
California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal L3,Offer1,Agent,Two-Door Car,Small,2011-02-04,2011,February,Friday
Arizona,No,Basic,College,Employed,M,Urban,Divorced,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,2011-02-11,2011,February,Friday
Oregon,No,Basic,Master,Medical Leave,F,Suburban,Divorced,Corporate L3,Offer1,Web,Four-Door Car,Medsize,2011-02-23,2011,February,Wednesday
California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate L1,Offer2,Call Center,SUV,Large,2011-02-20,2011,February,Sunday
Nevada,No,Premium,College,Employed,F,Rural,Divorced,Personal L2,Offer2,Web,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Corporate L1,Offer2,Branch,SUV,Small,2011-01-21,2011,January,Friday
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal L2,Offer1,Agent,SUV,Small,2011-01-12,2011,January,Wednesday
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L3,Offer2,Branch,SUV,Medsize,2011-01-30,2011,January,Sunday
Arizona,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Web,SUV,Medsize,2011-01-11,2011,January,Tuesday
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,2011-02-14,2011,February,Monday
Nevada,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-27,2011,January,Thursday
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer2,Branch,Sports Car,Medsize,2011-02-03,2011,February,Thursday
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Small,2011-01-21,2011,January,Friday
Washington,No,Extended,High School or Below,Employed,F,Urban,Single,Personal L2,Offer1,Branch,Luxury SUV,Medsize,2011-01-05,2011,January,Wednesday
Oregon,No,Basic,Master,Medical Leave,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-14,2011,February,Monday
Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-01-01,2011,January,Saturday
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-01-03,2011,January,Monday
Arizona,No,Premium,High School or Below,Employed,M,Urban,Divorced,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,2011-02-07,2011,February,Monday
Arizona,No,Extended,Master,Employed,F,Urban,Single,Personal L1,Offer1,Agent,SUV,Medsize,2011-02-18,2011,February,Friday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,SUV,Small,2011-02-07,2011,February,Monday
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2011-02-12,2011,February,Saturday
California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Small,2011-02-15,2011,February,Tuesday
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize,2011-02-23,2011,February,Wednesday
Nevada,No,Extended,High School or Below,Employed,F,Urban,Single,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,2011-02-15,2011,February,Tuesday
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal L1,Offer2,Call Center,Four-Door Car,Small,2011-02-22,2011,February,Tuesday
Washington,No,Extended,College,Employed,F,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Small,2011-01-20,2011,January,Thursday
California,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate L3,Offer2,Branch,Four-Door Car,Small,2011-01-03,2011,January,Monday
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,2011-02-16,2011,February,Wednesday
California,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-22,2011,February,Tuesday
California,No,Basic,Master,Employed,M,Suburban,Single,Personal L2,Offer1,Call Center,SUV,Medsize,2011-01-30,2011,January,Sunday
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,2011-01-01,2011,January,Saturday
Nevada,No,Basic,College,Employed,F,Urban,Married,Personal L1,Offer2,Branch,Two-Door Car,Medsize,2011-01-09,2011,January,Sunday
Arizona,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-15,2011,January,Saturday
Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-02-15,2011,February,Tuesday
Oregon,No,Basic,College,Retired,M,Suburban,Divorced,Personal L3,Offer1,Call Center,Two-Door Car,Small,2011-01-17,2011,January,Monday
California,No,Basic,High School or Below,Unemployed,F,Rural,Single,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-16,2011,January,Sunday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-02-26,2011,February,Saturday
Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,2011-01-31,2011,January,Monday
Arizona,No,Extended,Master,Employed,F,Suburban,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Small,2011-02-04,2011,February,Friday
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,2011-01-30,2011,January,Sunday
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L1,Offer1,Agent,Two-Door Car,Medsize,2011-01-15,2011,January,Saturday
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Special L3,Offer1,Agent,Luxury Car,Medsize,2011-01-15,2011,January,Saturday
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer3,Agent,Luxury SUV,Large,2011-01-31,2011,January,Monday
Nevada,Yes,Basic,College,Employed,M,Rural,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2011-01-28,2011,January,Friday
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L1,Offer3,Agent,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Corporate L3,Offer1,Branch,SUV,Medsize,2011-01-07,2011,January,Friday
California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Large,2011-02-10,2011,February,Thursday
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-02-06,2011,February,Sunday
Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large,2011-02-17,2011,February,Thursday
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large,2011-02-14,2011,February,Monday
Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal L3,Offer4,Web,SUV,Medsize,2011-02-05,2011,February,Saturday
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,2011-02-20,2011,February,Sunday
Oregon,No,Basic,Master,Unemployed,M,Suburban,Divorced,Personal L2,Offer2,Branch,Sports Car,Large,2011-01-01,2011,January,Saturday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer3,Web,Four-Door Car,Medsize,2011-01-13,2011,January,Thursday
Oregon,No,Basic,High School or Below,Employed,F,Urban,Divorced,Special L1,Offer4,Web,Four-Door Car,Medsize,2011-01-13,2011,January,Thursday
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal L3,Offer2,Web,Two-Door Car,Medsize,2011-01-03,2011,January,Monday
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L3,Offer1,Web,Two-Door Car,Medsize,2011-01-27,2011,January,Thursday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer3,Agent,Two-Door Car,Small,2011-01-09,2011,January,Sunday
California,No,Extended,High School or Below,Unemployed,F,Urban,Divorced,Corporate L2,Offer1,Agent,SUV,Medsize,2011-01-07,2011,January,Friday
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2011-02-10,2011,February,Thursday
Washington,No,Basic,High School or Below,Disabled,F,Suburban,Single,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,2011-01-06,2011,January,Thursday
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,SUV,Medsize,2011-02-18,2011,February,Friday
Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,2011-01-19,2011,January,Wednesday
Nevada,No,Extended,High School or Below,Disabled,F,Suburban,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
California,No,Extended,Master,Employed,M,Urban,Married,Corporate L1,Offer2,Web,Four-Door Car,Medsize,2011-01-15,2011,January,Saturday
California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,2011-01-14,2011,January,Friday
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
California,No,Extended,College,Employed,F,Urban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize,2011-02-03,2011,February,Thursday
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Small,2011-01-24,2011,January,Monday
California,No,Extended,Bachelor,Disabled,F,Suburban,Married,Personal L2,Offer3,Call Center,Four-Door Car,Small,2011-01-09,2011,January,Sunday
Nevada,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Two-Door Car,Medsize,2011-02-10,2011,February,Thursday
California,No,Basic,College,Employed,M,Rural,Married,Personal L1,Offer4,Branch,Luxury SUV,Medsize,2011-02-06,2011,February,Sunday
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,2011-02-27,2011,February,Sunday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L1,Offer3,Branch,Two-Door Car,Medsize,2011-01-13,2011,January,Thursday
California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal L2,Offer4,Web,Four-Door Car,Medsize,2011-01-02,2011,January,Sunday
Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal L1,Offer3,Call Center,Four-Door Car,Medsize,2011-01-06,2011,January,Thursday
California,No,Premium,College,Employed,M,Suburban,Single,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2011-01-21,2011,January,Friday
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small,2011-01-03,2011,January,Monday
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,Offer1,Agent,Two-Door Car,Small,2011-02-19,2011,February,Saturday
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2011-01-28,2011,January,Friday
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer3,Agent,Two-Door Car,Large,2011-02-08,2011,February,Tuesday
California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize,2011-01-03,2011,January,Monday
California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Small,2011-01-10,2011,January,Monday
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate L2,Offer4,Branch,Luxury Car,Medsize,2011-02-02,2011,February,Wednesday
Arizona,No,Extended,College,Employed,M,Rural,Married,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize,2011-01-30,2011,January,Sunday
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,2011-01-26,2011,January,Wednesday
Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Personal L2,Offer3,Agent,Four-Door Car,Small,2011-02-04,2011,February,Friday
California,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,SUV,Medsize,2011-02-20,2011,February,Sunday
California,No,Basic,Doctor,Employed,F,Urban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2011-01-27,2011,January,Thursday
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal L1,Offer2,Agent,Four-Door Car,Medsize,2011-02-02,2011,February,Wednesday
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Four-Door Car,Large,2011-01-26,2011,January,Wednesday
Oregon,No,Extended,High School or Below,Medical Leave,M,Suburban,Divorced,Personal L3,Offer3,Agent,Two-Door Car,Medsize,2011-01-20,2011,January,Thursday
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,SUV,Large,2011-02-23,2011,February,Wednesday
Oregon,No,Basic,Master,Unemployed,F,Urban,Married,Personal L2,Offer3,Web,SUV,Medsize,2011-01-14,2011,January,Friday
Oregon,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize,2011-02-19,2011,February,Saturday
